Column1,State,Year,Source,ItemNum,LineItem,Amount
2422,WY,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/WY%202020%20ES%20Financial%20and%20Progress%20Report.pdf,g,Total Federal share,2541605.62
2423,WY,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/WY%202020%20ES%20Financial%20and%20Progress%20Report.pdf,h,Unobligated balance of Federal funds,3458394.38
2244,RI,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/RI%202020%20ES%20Financial%20and%20Progress%20Report.pdf,i,Total recipient share required,793236
2425,WY,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/WY%202020%20ES%20Financial%20and%20Progress%20Report.pdf,j,Recipient share of expenditures,750000
2426,WY,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/WY%202020%20ES%20Financial%20and%20Progress%20Report.pdf,k,Remaining recipient share to be provided,0
2427,WY,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/WY%202020%20ES%20Financial%20and%20Progress%20Report.pdf,l,Total Federal share of program income earned,180355.94
2428,WY,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/WY%202020%20ES%20Financial%20and%20Progress%20Report.pdf,m,Program income expended in accordance with the deduction alternative,0
2429,WY,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/WY%202020%20ES%20Financial%20and%20Progress%20Report.pdf,n,Program income expended in accordance with the addition alternative,180355.94
2430,WY,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/WY%202020%20ES%20Financial%20and%20Progress%20Report.pdf,o,Unexpended program income,0
2431,AL,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AL%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,a,Cash Receipts,13088416
2432,AL,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AL%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,b,Cash Disbursements,7592949.74
2433,AL,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AL%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,c,Cash on Hand,5495466.26
2434,AL,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AL%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,d,Total Federal funds authorized,13088416
2435,AL,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AL%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,e,Federal share of expenditures,7592949.74
2436,AL,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AL%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,f,Federal share of unliquidated obligations,0
2437,AL,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AL%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,g,Total Federal share,7592949.74
2438,AL,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AL%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,h,Unobligated balance of Federal funds,5495466.26
2979,RI,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/RI_2021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,i,Total recipient share required,793236
2440,AL,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AL%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,j,Recipient share of expenditures,747020
2441,AL,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AL%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,k,Remaining recipient share to be provided,946604
2442,AL,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AL%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,l,Total Federal share of program income earned,274080.15
2443,AL,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AL%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,m,Program income expended in accordance with the deduction alternative,0
2444,AL,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AL%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,n,Program income expended in accordance with the addition alternative,0
2445,AL,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AL%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,o,Unexpended program income,0
2446,AK,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AK%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,a,Cash Receipts,6.00E+06
2447,AK,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AK%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,b,Cash Disbursements,3998246.2
2448,AK,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AK%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,c,Cash on Hand,2001753.8
2449,AK,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AK%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,d,Total Federal funds authorized,6000000
2450,AK,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AK%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,e,Federal share of expenditures,3998246.2
2451,AK,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AK%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,f,Federal share of unliquidated obligations,0
2452,AK,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AK%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,g,Total Federal share,3998246.2
2453,AK,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AK%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,h,Unobligated balance of Federal funds,2001753.8
654,SC,2018,https://www.eac.gov/sites/default/files/havaffr/SouthCarolina2018ES_FFR.pdf,i,Total recipient share required,302040
2455,AK,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AK%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,j,Recipient share of expenditures,210434.01
2456,AK,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AK%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,k,Remaining recipient share to be provided,2103395.78
2457,AK,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AK%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,l,Total Federal share of program income earned,168778.8
2458,AK,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AK%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,m,Program income expended in accordance with the deduction alternative,0
2459,AK,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AK%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,n,Program income expended in accordance with the addition alternative,0
2460,AK,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AK%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,o,Unexpended program income,168778.8
2461,AS,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AS%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,a,Cash Receipts,1200000
2462,AS,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AS%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,b,Cash Disbursements,743425.9
2463,AS,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AS%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,c,Cash on Hand,456574.1
2464,AS,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AS%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,d,Total Federal funds authorized,1200000
2465,AS,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AS%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,e,Federal share of expenditures,743425.9
2466,AS,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AS%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,f,Federal share of unliquidated obligations,0
2467,AS,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AS%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,g,Total Federal share,743425.9
2468,AS,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AS%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,h,Unobligated balance of Federal funds,456574.1
1479,SC,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/SC2019%5B101ES%5D%20FFR%20Revised%201-13-20.pdf,i,Total recipient share required,0
2470,AS,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AS%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,j,Recipient share of expenditures,0
2471,AS,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AS%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,k,Remaining recipient share to be provided,0
2472,AS,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AS%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,l,Total Federal share of program income earned,0
2473,AS,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AS%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,m,Program income expended in accordance with the deduction alternative,0
2474,AS,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AS%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,n,Program income expended in accordance with the addition alternative,0
2475,AS,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AS%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,o,Unexpended program income,0
2476,AZ,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AZ%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,a,Cash Receipts,15860974
2477,AZ,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AZ%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,b,Cash Disbursements,10360461.57
2478,AZ,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AZ%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,c,Cash on Hand,5500512.43
2479,AZ,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AZ%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,d,Total Federal funds authorized,15860974
2480,AZ,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AZ%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,e,Federal share of expenditures,10360461.57
2481,AZ,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AZ%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,f,Federal share of unliquidated obligations,0
2482,AZ,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AZ%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,g,Total Federal share,10360461.57
2483,AZ,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AZ%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,h,Unobligated balance of Federal funds,5500512.43
2259,SC,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/SC%202020%20ES%20Financial%20and%20Progress%20Report.pdf,i,Total recipient share required,1660678
2485,AZ,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AZ%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,j,Recipient share of expenditures,2052644
2486,AZ,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AZ%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,k,Remaining recipient share to be provided,0
2487,AZ,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AZ%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,l,Total Federal share of program income earned,308876.87
2488,AZ,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AZ%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,m,Program income expended in accordance with the deduction alternative,0
2489,AZ,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AZ%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,n,Program income expended in accordance with the addition alternative,0
2490,AZ,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AZ%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,o,Unexpended program income,308876.87
2491,AR,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AR%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,a,Cash Receipts,9503000
2492,AR,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AR%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,b,Cash Disbursements,5748812
2493,AR,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AR%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,c,Cash on Hand,3754188
2494,AR,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AR%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,d,Total Federal funds authorized,9503000
2495,AR,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AR%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,e,Federal share of expenditures,5748812
2496,AR,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AR%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,f,Federal share of unliquidated obligations,0
2497,AR,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AR%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,g,Total Federal share,5748812
2498,AR,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AR%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,h,Unobligated balance of Federal funds,3754188
2994,SC,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/SC_2021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,i,Total recipient share required,1660678
2500,AR,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AR%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,j,Recipient share of expenditures,1226149
2501,AR,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AR%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,k,Remaining recipient share to be provided,3199
2502,AR,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AR%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,l,Total Federal share of program income earned,88765
2503,AR,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AR%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,m,Program income expended in accordance with the deduction alternative,0
2504,AR,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AR%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,n,Program income expended in accordance with the addition alternative,32396
2505,AR,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AR%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,o,Unexpended program income,56369
2506,CA,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/CA%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,a,Cash Receipts,73502386
2507,CA,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/CA%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,b,Cash Disbursements,46417512.42
2508,CA,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/CA%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,c,Cash on Hand,27084873.58
2509,CA,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/CA%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,d,Total Federal funds authorized,73502386
2510,CA,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/CA%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,e,Federal share of expenditures,46360272.42
2511,CA,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/CA%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,f,Federal share of unliquidated obligations,0
2512,CA,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/CA%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,g,Total Federal share,46360272.42
2513,CA,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/CA%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,h,Unobligated balance of Federal funds,27142113.58
669,SD,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/SD2018%5B101ES%5D.pdf,i,Total recipient share required,0
2515,CA,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/CA%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,j,Recipient share of expenditures,9516646
2516,CA,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/CA%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,k,Remaining recipient share to be provided,0
2517,CA,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/CA%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,l,Total Federal share of program income earned,1134305.97
2518,CA,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/CA%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,m,Program income expended in accordance with the deduction alternative,0
2519,CA,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/CA%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,n,Program income expended in accordance with the addition alternative,0
2520,CA,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/CA%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,o,Unexpended program income,1134305.97
2521,CO,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/CO%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,a,Cash Receipts,13476843
2522,CO,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/CO%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,b,Cash Disbursements,1835851.38
2523,CO,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/CO%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,c,Cash on Hand,11640991.62
2524,CO,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/CO%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,d,Total Federal funds authorized,13476843
2525,CO,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/CO%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,e,Federal share of expenditures,1835851.58
2526,CO,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/CO%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,f,Federal share of unliquidated obligations,0
2527,CO,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/CO%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,g,Total Federal share,1835851.58
2528,CO,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/CO%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,h,Unobligated balance of Federal funds,11640991.42
1494,SD,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/SD2019%5B101ES%5DFFR%2BNarr%20Revised%201-27-20.pdf,i,Total recipient share required,150000
2530,CO,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/CO%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,j,Recipient share of expenditures,574235.83
2531,CO,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/CO%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,k,Remaining recipient share to be provided,1169686.17
2532,CO,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/CO%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,l,Total Federal share of program income earned,490120.51
2533,CO,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/CO%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,m,Program income expended in accordance with the deduction alternative,0
2534,CO,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/CO%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,n,Program income expended in accordance with the addition alternative,130138.23
2535,CO,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/CO%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,o,Unexpended program income,359982.28
2536,CT,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/CT%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,a,Cash Receipts,10876298
2537,CT,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/CT%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,b,Cash Disbursements,7771994
2538,CT,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/CT%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,c,Cash on Hand,3104304
2539,CT,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/CT%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,d,Total Federal funds authorized,10876298
2540,CT,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/CT%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,e,Federal share of expenditures,7771994
2541,CT,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/CT%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,f,Federal share of unliquidated obligations,0
2542,CT,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/CT%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,g,Total Federal share,7771994
2543,CT,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/CT%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,h,Unobligated balance of Federal funds,3104304
2274,SD,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/SD%202020%20ES%20Financial%20and%20Progress%20Report.pdf,i,Total recipient share required,750000
2545,CT,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/CT%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,j,Recipient share of expenditures,1407176
2546,CT,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/CT%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,k,Remaining recipient share to be provided,0
2547,CT,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/CT%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,l,Total Federal share of program income earned,232763
2548,CT,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/CT%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,m,Program income expended in accordance with the deduction alternative,0
2549,CT,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/CT%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,n,Program income expended in accordance with the addition alternative,0
2550,CT,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/CT%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,o,Unexpended program income,232763
2551,DC,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/DC%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,a,Cash Receipts,6.00E+06
2552,DC,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/DC%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,b,Cash Disbursements,4923055.98
2553,DC,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/DC%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,c,Cash on Hand,1076944.02
