Year,State,Government_Function,Full_Time_Employment,Full_Time_Payroll
2018,IN,Corrections,5926,20936964
2018,IN,Highways,3562,15252091
2018,IN,Air Transportation,0,0
2018,IN,Sea and Inland Port Facilities,28,197414
2018,IN,Public Welfare,5946,21764197
2018,IN,Health,1637,7262408
2018,IN,Hospitals,1571,5515759
2018,IN,Social Insurance Administration,1021,3687987
2018,IN,Solid Waste Management,0,0
2018,IN,Sewerage,0,0
2018,IN,Parks and Recreation,118,486247
2018,IN,Housing and Community Development,0,0
2018,IN,Natural Resources,1908,8051642
2018,IN,Water Supply,0,0
2018,IN,Electric Power,0,0
2018,IN,Gas Supply,0,0
2018,IN,Transit,0,0
2018,IN,Education Total,44056,238648785
2018,IN,Education - Elementary and Secondary Total,0,0
2018,IN,Education - Elementary and Secondary Instructional,0,0
2018,IN,Education - Elementary and Secondary Other,0,0
2018,IN,Education - Higher Education Total,43132,234763539
2018,IN,Education - Higher Education Instructional,16519,118484415
2018,IN,Education - Higher Education Other,26613,116279124
2018,IN,Education - Other,924,3885246
2018,IN,Libraries,0,0
2018,IN,State liquor stores,0,0
2018,IN,All other and unallocable,2160,9633068
2018,IA,Total - All Government Employment Functions,40845,273864683
2018,IA,Financial Administration,1244,7251177
2018,IA,Other Government Administration,402,2114844
2018,IA,Judicial and Legal,2058,12420258
2018,IA,Police Protection Total,840,5957254
2018,IA,Police Protection - Persons with Power of Arrest,565,4395302
2018,IA,Police Protection - Other,275,1561952
2018,IA,Fire Protection Total,0,0
2018,IA,Fire Protection - Firefighters,0,0
2018,IA,Fire Protection - Other,0,0
2018,IA,Corrections,2476,13351548
2018,IA,Highways,2022,11415013
2018,IA,Air Transportation,0,0
2018,IA,Sea and Inland Port Facilities,0,0
2018,IA,Public Welfare,2333,12586574
2018,IA,Health,412,2596665
2018,IA,Hospitals,7677,46879451
2018,IA,Social Insurance Administration,621,2989482
2018,IA,Solid Waste Management,0,0
2018,IA,Sewerage,0,0
2018,IA,Parks and Recreation,99,547904
2018,IA,Housing and Community Development,85,627356
2018,IA,Natural Resources,1347,7577162
2018,IA,Water Supply,0,0
2018,IA,Electric Power,0,0
2018,IA,Gas Supply,0,0
2018,IA,Transit,0,0
2018,IA,Education Total,17097,135161531
2018,IA,Education - Elementary and Secondary Total,0,0
2018,IA,Education - Elementary and Secondary Instructional,0,0
2018,IA,Education - Elementary and Secondary Other,0,0
2018,IA,Education - Higher Education Total,16119,129323338
2018,IA,Education - Higher Education Instructional,3593,38946400
2018,IA,Education - Higher Education Other,12526,90376938
2018,IA,Education - Other,978,5838193
2018,IA,Libraries,0,0
2018,IA,State liquor stores,0,0
2018,IA,All other and unallocable,2132,12388464
2018,KS,Total - All Government Employment Functions,48075,232249492
2018,KS,Financial Administration,1630,7172542
2018,KS,Other Government Administration,439,1584102
2018,KS,Judicial and Legal,2052,9193705
2018,KS,Police Protection Total,1062,5357668
2018,KS,Police Protection - Persons with Power of Arrest,743,3439574
2018,KS,Police Protection - Other,319,1918094
2018,KS,Fire Protection Total,0,0
2018,KS,Fire Protection - Firefighters,0,0
2018,KS,Fire Protection - Other,0,0
2018,KS,Corrections,3130,10853423
2018,KS,Highways,2490,9296648
2018,KS,Air Transportation,0,0
2018,KS,Sea and Inland Port Facilities,0,0
2018,KS,Public Welfare,2473,8469594
2018,KS,Health,1093,4575642
2018,KS,Hospitals,10283,51661020
2018,KS,Social Insurance Administration,57,208916
2018,KS,Solid Waste Management,0,0
2018,KS,Sewerage,0,0
2018,KS,Parks and Recreation,562,1814663
2018,KS,Housing and Community Development,0,0
2018,KS,Natural Resources,736,3312288
2018,KS,Water Supply,0,0
2018,KS,Electric Power,0,0
2018,KS,Gas Supply,0,0
2018,KS,Transit,0,0
2018,KS,Education Total,20076,109511650
2018,KS,Education - Elementary and Secondary Total,0,0
2018,KS,Education - Elementary and Secondary Instructional,0,0
2018,KS,Education - Elementary and Secondary Other,0,0
2018,KS,Education - Higher Education Total,19604,107335782
2018,KS,Education - Higher Education Instructional,7383,53454328
2018,KS,Education - Higher Education Other,12221,53881454
2018,KS,Education - Other,472,2175868
2018,KS,Libraries,0,0
2018,KS,State liquor stores,0,0
2018,KS,All other and unallocable,1992,9237631
2018,KY,Total - All Government Employment Functions,72622,340808618
2018,KY,Financial Administration,2166,8748424
2018,KY,Other Government Administration,1052,4033504
2018,KY,Judicial and Legal,5433,19654625
2018,KY,Police Protection Total,2086,8487265
2018,KY,Police Protection - Persons with Power of Arrest,1047,4245363
2018,KY,Police Protection - Other,1039,4241902
2018,KY,Fire Protection Total,0,0
2018,KY,Fire Protection - Firefighters,0,0
2018,KY,Fire Protection - Other,0,0
2018,KY,Corrections,4039,13771600
2018,KY,Highways,4148,15698404
2018,KY,Air Transportation,31,130726
2018,KY,Sea and Inland Port Facilities,0,0
2018,KY,Public Welfare,7289,23343033
2018,KY,Health,3404,15636746
2018,KY,Hospitals,7510,37284921
2018,KY,Social Insurance Administration,745,2419886
2018,KY,Solid Waste Management,0,0
2018,KY,Sewerage,0,0
2018,KY,Parks and Recreation,992,2551102
2018,KY,Housing and Community Development,0,0
2018,KY,Natural Resources,2310,8701555
2018,KY,Water Supply,0,0
2018,KY,Electric Power,0,0
2018,KY,Gas Supply,0,0
2018,KY,Transit,0,0
2018,KY,Education Total,28930,170921951
2018,KY,Education - Elementary and Secondary Total,0,0
2018,KY,Education - Elementary and Secondary Instructional,0,0
2018,KY,Education - Elementary and Secondary Other,0,0
2018,KY,Education - Higher Education Total,26840,162137433
2018,KY,Education - Higher Education Instructional,9180,82140318
2018,KY,Education - Higher Education Other,17660,79997115
2018,KY,Education - Other,2090,8784518
2018,KY,Libraries,0,0
2018,KY,State liquor stores,0,0
2018,KY,All other and unallocable,2487,9424876
2018,LA,Total - All Government Employment Functions,73397,346927646
2018,LA,Financial Administration,2720,13905467
2018,LA,Other Government Administration,1622,8320941
2018,LA,Judicial and Legal,1879,8712768
2018,LA,Police Protection Total,1749,12434299
2018,LA,Police Protection - Persons with Power of Arrest,820,6263446
2018,LA,Police Protection - Other,929,6170853
2018,LA,Fire Protection Total,0,0
2018,LA,Fire Protection - Firefighters,0,0
2018,LA,Fire Protection - Other,0,0
2018,LA,Corrections,5664,23699770
2018,LA,Highways,4314,18369519
2018,LA,Air Transportation,0,0
2018,LA,Sea and Inland Port Facilities,270,1506990
2018,LA,Public Welfare,5289,20176054
2018,LA,Health,3587,18184499
2018,LA,Hospitals,9360,40885442
2018,LA,Social Insurance Administration,843,3465165
2018,LA,Solid Waste Management,0,0
2018,LA,Sewerage,0,0
2018,LA,Parks and Recreation,859,3361191
2018,LA,Housing and Community Development,0,0
2018,LA,Natural Resources,2761,12927165
2018,LA,Water Supply,0,0
2018,LA,Electric Power,0,0
2018,LA,Gas Supply,0,0
2018,LA,Transit,0,0
2018,LA,Education Total,30129,150360431
2018,LA,Education - Elementary and Secondary Total,93,473047
2018,LA,Education - Elementary and Secondary Instructional,93,473047
2018,LA,Education - Elementary and Secondary Other,0,0
2018,LA,Education - Higher Education Total,27614,138891213
2018,LA,Education - Higher Education Instructional,6848,54285302
2018,LA,Education - Higher Education Other,20766,84605911
2018,LA,Education - Other,2422,10996171
2018,LA,Libraries,0,0
2018,LA,State liquor stores,0,0
2018,LA,All other and unallocable,2351,10617945
2018,ME,Total - All Government Employment Functions,17579,83963581
2018,ME,Financial Administration,1359,6737767
2018,ME,Other Government Administration,264,1540504
2018,ME,Judicial and Legal,789,4259981
2018,ME,Police Protection Total,545,3171909
2018,ME,Police Protection - Persons with Power of Arrest,322,2283404
2018,ME,Police Protection - Other,223,888505
2018,ME,Fire Protection Total,0,0
2018,ME,Fire Protection - Firefighters,0,0
2018,ME,Fire Protection - Other,0,0
2018,ME,Corrections,1196,5480423
2018,ME,Highways,1986,9588409
2018,ME,Air Transportation,0,0
2018,ME,Sea and Inland Port Facilities,66,268168
2018,ME,Public Welfare,2097,8439804
2018,ME,Health,930,4288089
2018,ME,Hospitals,478,2291311
2018,ME,Social Insurance Administration,158,701348
2018,ME,Solid Waste Management,0,0
2018,ME,Sewerage,0,0
2018,ME,Parks and Recreation,85,368649
2018,ME,Housing and Community Development,0,0
2018,ME,Natural Resources,1008,4965986
2018,ME,Water Supply,0,0
2018,ME,Electric Power,0,0
2018,ME,Gas Supply,0,0
2018,ME,Transit,0,0
2018,ME,Education Total,5543,26339843
2018,ME,Education - Elementary and Secondary Total,44,142034
2018,ME,Education - Elementary and Secondary Instructional,26,104043
2018,ME,Education - Elementary and Secondary Other,18,37991
2018,ME,Education - Higher Education Total,5210,24858049
2018,ME,Education - Higher Education Instructional,1682,10163462
2018,ME,Education - Higher Education Other,3528,14694587
2018,ME,Education - Other,289,1339760
2018,ME,Libraries,0,0
2018,ME,State liquor stores,1,10365
2018,ME,All other and unallocable,1074,5511025
2018,MD,Total - All Government Employment Functions,79365,425899115
2018,MD,Financial Administration,3057,14866360
2018,MD,Other Government Administration,1443,7737040
2018,MD,Judicial and Legal,4953,26632650
2018,MD,Police Protection Total,2179,15376764
2018,MD,Police Protection - Persons with Power of Arrest,1431,11155363
2018,MD,Police Protection - Other,748,4221401
2018,MD,Fire Protection Total,0,0
2018,MD,Fire Protection - Firefighters,0,0
2018,MD,Fire Protection - Other,0,0
2018,MD,Corrections,10221,55386190
2018,MD,Highways,4400,23644027
2018,MD,Air Transportation,456,2682132
2018,MD,Sea and Inland Port Facilities,263,1733070
2018,MD,Public Welfare,5963,26841115
2018,MD,Health,6738,35150727
2018,MD,Hospitals,3191,15978662
2018,MD,Social Insurance Administration,790,3559451
2018,MD,Solid Waste Management,0,0
2018,MD,Sewerage,0,0
2018,MD,Parks and Recreation,429,2012017
2018,MD,Housing and Community Development,175,1083231
2018,MD,Natural Resources,1324,7400632
2018,MD,Water Supply,0,0
2018,MD,Electric Power,0,0
2018,MD,Gas Supply,0,0
2018,MD,Transit,696,4332675
2018,MD,Education Total,27419,151764612
2018,MD,Education - Elementary and Secondary Total,0,0
2018,MD,Education - Elementary and Secondary Instructional,0,0
2018,MD,Education - Elementary and Secondary Other,0,0
2018,MD,Education - Higher Education Total,25645,142278960
2018,MD,Education - Higher Education Instructional,6303,39027244
2018,MD,Education - Higher Education Other,19342,103251716
2018,MD,Education - Other,1774,9485652
2018,MD,Libraries,0,0
2018,MD,State liquor stores,0,0
2018,MD,All other and unallocable,5668,29717760
2018,MA,Total - All Government Employment Functions,93839,596043951
2018,MA,Financial Administration,3451,21544238
2018,MA,Other Government Administration,1843,9852994
2018,MA,Judicial and Legal,9218,59795138
2018,MA,Police Protection Total,2938,29796211
2018,MA,Police Protection - Persons with Power of Arrest,2093,24241695
2018,MA,Police Protection - Other,845,5554516
2018,MA,Fire Protection Total,0,0
2018,MA,Fire Protection - Firefighters,0,0
2018,MA,Fire Protection - Other,0,0
2018,MA,Corrections,11497,68604364
2018,MA,Highways,2641,16842445
2018,MA,Air Transportation,1009,7768278
2018,MA,Sea and Inland Port Facilities,160,1223149
2018,MA,Public Welfare,7938,45176247
2018,MA,Health,6728,37527484
2018,MA,Hospitals,5462,27049340
2018,MA,Social Insurance Administration,1050,6327501
2018,MA,Solid Waste Management,0,0
2018,MA,Sewerage,786,6107102
2018,MA,Parks and Recreation,814,4473232
2018,MA,Housing and Community Development,0,0
2018,MA,Natural Resources,1112,7539634
2018,MA,Water Supply,471,3336564
2018,MA,Electric Power,0,0
2018,MA,Gas Supply,0,0
2018,MA,Transit,5274,36820270
2018,MA,Education Total,27304,177168175
2018,MA,Education - Elementary and Secondary Total,2269,10777519
2018,MA,Education - Elementary and Secondary Instructional,1674,7926073
2018,MA,Education - Elementary and Secondary Other,595,2851446
2018,MA,Education - Higher Education Total,23955,159134939
2018,MA,Education - Higher Education Instructional,7185,57740734
2018,MA,Education - Higher Education Other,16770,101394205
2018,MA,Education - Other,1080,7255717
2018,MA,Libraries,0,0
2018,MA,State liquor stores,0,0
2018,MA,All other and unallocable,4143,29091585
2018,MI,Total - All Government Employment Functions,119055,732467654
2018,MI,Financial Administration,3975,24392069
2018,MI,Other Government Administration,1503,7741433
2018,MI,Judicial and Legal,1434,10895114
2018,MI,Police Protection Total,2931,16590520
2018,MI,Police Protection - Persons with Power of Arrest,2080,13065830
2018,MI,Police Protection - Other,851,3524690
2018,MI,Fire Protection Total,0,0
2018,MI,Fire Protection - Firefighters,0,0
2018,MI,Fire Protection - Other,0,0
2018,MI,Corrections,11667,63299420
2018,MI,Highways,2428,14295333
2018,MI,Air Transportation,0,0
2018,MI,Sea and Inland Port Facilities,0,0
2018,MI,Public Welfare,10927,54443642
2018,MI,Health,5569,28667790
2018,MI,Hospitals,13756,78883426
2018,MI,Social Insurance Administration,596,3425723
2018,MI,Solid Waste Management,0,0
2018,MI,Sewerage,0,0
2018,MI,Parks and Recreation,174,963661
2018,MI,Housing and Community Development,246,1544285
2018,MI,Natural Resources,3068,16795261
2018,MI,Water Supply,0,0
2018,MI,Electric Power,0,0
2018,MI,Gas Supply,0,0
2018,MI,Transit,0,0
2018,MI,Education Total,56425,386665539
2018,MI,Education - Elementary and Secondary Total,0,0
2018,MI,Education - Elementary and Secondary Instructional,0,0
2018,MI,Education - Elementary and Secondary Other,0,0
2018,MI,Education - Higher Education Total,55893,383028877
2018,MI,Education - Higher Education Instructional,17632,181931396
2018,MI,Education - Higher Education Other,38261,201097481
2018,MI,Education - Other,532,3636662
2018,MI,Libraries,0,0
2018,MI,State liquor stores,0,0
2018,MI,All other and unallocable,4356,23864438
2018,MN,Total - All Government Employment Functions,70489,443764073
2018,MN,Financial Administration,4939,34303587
2018,MN,Other Government Administration,951,5663911
2018,MN,Judicial and Legal,3766,23367942
2018,MN,Police Protection Total,1012,5731673
2018,MN,Police Protection - Persons with Power of Arrest,593,3846453
2018,MN,Police Protection - Other,419,1885220
2018,MN,Fire Protection Total,0,0
2018,MN,Fire Protection - Firefighters,0,0
2018,MN,Fire Protection - Other,0,0
2018,MN,Corrections,4260,25358248
2018,MN,Highways,4715,26204406
2018,MN,Air Transportation,0,0
2018,MN,Sea and Inland Port Facilities,0,0
2018,MN,Public Welfare,1991,11008671
2018,MN,Health,3189,19060812
2018,MN,Hospitals,3853,22141075
2018,MN,Social Insurance Administration,927,4920663
2018,MN,Solid Waste Management,0,0
2018,MN,Sewerage,583,4145067
2018,MN,Parks and Recreation,525,2931207
2018,MN,Housing and Community Development,0,0
2018,MN,Natural Resources,2788,16505736
2018,MN,Water Supply,0,0
2018,MN,Electric Power,0,0
2018,MN,Gas Supply,0,0
2018,MN,Transit,2721,16205666
2018,MN,Education Total,30909,206411371
2018,MN,Education - Elementary and Secondary Total,0,0
2018,MN,Education - Elementary and Secondary Instructional,0,0
2018,MN,Education - Elementary and Secondary Other,0,0
2018,MN,Education - Higher Education Total,29403,196472006
2018,MN,Education - Higher Education Instructional,12024,87913685
2018,MN,Education - Higher Education Other,17379,108558321
2018,MN,Education - Other,1506,9939365
2018,MN,Libraries,0,0
2018,MN,State liquor stores,0,0
2018,MN,All other and unallocable,3360,19804038
2018,MS,Total - All Government Employment Functions,49849,215375151
2018,MS,Financial Administration,1418,5758494
2018,MS,Other Government Administration,370,1763096
2018,MS,Judicial and Legal,465,2548037
2018,MS,Police Protection Total,1214,4950517
2018,MS,Police Protection - Persons with Power of Arrest,639,2865618
2018,MS,Police Protection - Other,575,2084899
2018,MS,Fire Protection Total,0,0
2018,MS,Fire Protection - Firefighters,0,0
2018,MS,Fire Protection - Other,0,0
2018,MS,Corrections,2321,6537818
2018,MS,Highways,3142,9814785
2018,MS,Air Transportation,0,0
2018,MS,Sea and Inland Port Facilities,53,313528
2018,MS,Public Welfare,4201,12463438
2018,MS,Health,2585,9727791
2018,MS,Hospitals,12882,50442665
2018,MS,Social Insurance Administration,558,1957041
2018,MS,Solid Waste Management,0,0
2018,MS,Sewerage,0,0
2018,MS,Parks and Recreation,364,1136948
2018,MS,Housing and Community Development,0,0
2018,MS,Natural Resources,2480,8802985
2018,MS,Water Supply,86,247712
2018,MS,Electric Power,0,0
2018,MS,Gas Supply,0,0
2018,MS,Transit,0,0
2018,MS,Education Total,15083,89208423
2018,MS,Education - Elementary and Secondary Total,0,0
2018,MS,Education - Elementary and Secondary Instructional,0,0
2018,MS,Education - Elementary and Secondary Other,0,0
2018,MS,Education - Higher Education Total,13912,84985073
2018,MS,Education - Higher Education Instructional,4516,40406247
2018,MS,Education - Higher Education Other,9396,44578826
2018,MS,Education - Other,1171,4223350
2018,MS,Libraries,42,130832
2018,MS,State liquor stores,105,256280
2018,MS,All other and unallocable,2480,9314761
2018,MO,Total - All Government Employment Functions,75428,307644632
2018,MO,Financial Administration,2746,10806868
2018,MO,Other Government Administration,718,2868198
2018,MO,Judicial and Legal,3966,16852712
2018,MO,Police Protection Total,2373,10896403
2018,MO,Police Protection - Persons with Power of Arrest,1247,6892181
2018,MO,Police Protection - Other,1126,4004222
2018,MO,Fire Protection Total,0,0
2018,MO,Fire Protection - Firefighters,0,0
2018,MO,Fire Protection - Other,0,0
2018,MO,Corrections,11477,31791274
2018,MO,Highways,5254,18425666
2018,MO,Air Transportation,0,0
2018,MO,Sea and Inland Port Facilities,0,0
2018,MO,Public Welfare,6363,18122652
2018,MO,Health,2578,9796241
2018,MO,Hospitals,9931,37644580
2018,MO,Social Insurance Administration,413,1285921
2018,MO,Solid Waste Management,0,0
2018,MO,Sewerage,0,0
2018,MO,Parks and Recreation,471,1508624
2018,MO,Housing and Community Development,0,0
2018,MO,Natural Resources,1893,7084691
2018,MO,Water Supply,0,0
2018,MO,Electric Power,0,0
2018,MO,Gas Supply,0,0
2018,MO,Transit,0,0
2018,MO,Education Total,23393,126261608
2018,MO,Education - Elementary and Secondary Total,0,0
2018,MO,Education - Elementary and Secondary Instructional,0,0
2018,MO,Education - Elementary and Secondary Other,0,0
2018,MO,Education - Higher Education Total,22354,122393894
2018,MO,Education - Higher Education Instructional,8413,62049616
2018,MO,Education - Higher Education Other,13941,60344278
2018,MO,Education - Other,1039,3867714
2018,MO,Libraries,0,0
2018,MO,State liquor stores,0,0
2018,MO,All other and unallocable,3852,14299194
2018,MT,Total - All Government Employment Functions,20442,84782204
2018,MT,Financial Administration,942,4184463
2018,MT,Other Government Administration,219,1277483
2018,MT,Judicial and Legal,837,4296398
2018,MT,Police Protection Total,449,2196940
2018,MT,Police Protection - Persons with Power of Arrest,233,1163903
2018,MT,Police Protection - Other,216,1033037
2018,MT,Fire Protection Total,0,0
2018,MT,Fire Protection - Firefighters,0,0
2018,MT,Fire Protection - Other,0,0
2018,MT,Corrections,1192,4868118
2018,MT,Highways,1943,9698625
2018,MT,Air Transportation,0,0
2018,MT,Sea and Inland Port Facilities,0,0
2018,MT,Public Welfare,1324,5304752
2018,MT,Health,707,3557148
2018,MT,Hospitals,605,2196393
2018,MT,Social Insurance Administration,638,3327787
2018,MT,Solid Waste Management,0,0
2018,MT,Sewerage,0,0
2018,MT,Parks and Recreation,112,470238
2018,MT,Housing and Community Development,69,323303
2018,MT,Natural Resources,1318,6199080
2018,MT,Water Supply,0,0
2018,MT,Electric Power,0,0
2018,MT,Gas Supply,0,0
2018,MT,Transit,0,0
2018,MT,Education Total,8976,31065655
2018,MT,Education - Elementary and Secondary Total,0,0
2018,MT,Education - Elementary and Secondary Instructional,0,0
2018,MT,Education - Elementary and Secondary Other,0,0
2018,MT,Education - Higher Education Total,8586,29198243
2018,MT,Education - Higher Education Instructional,2444,12345290
2018,MT,Education - Higher Education Other,6142,16852953
2018,MT,Education - Other,390,1867412
2018,MT,Libraries,0,0
2018,MT,State liquor stores,28,122135
2018,MT,All other and unallocable,1083,5693686
2018,NE,Total - All Government Employment Functions,29574,144816803
2018,NE,Financial Administration,784,3290316
2018,NE,Other Government Administration,279,1206601
2018,NE,Judicial and Legal,776,4517905
2018,NE,Police Protection Total,737,3855953
2018,NE,Police Protection - Persons with Power of Arrest,437,2694658
2018,NE,Police Protection - Other,300,1161295
2018,NE,Fire Protection Total,0,0
2018,NE,Fire Protection - Firefighters,0,0
2018,NE,Fire Protection - Other,0,0
2018,NE,Corrections,3239,14571076
2018,NE,Highways,1942,8220055
2018,NE,Air Transportation,19,91995
2018,NE,Sea and Inland Port Facilities,0,0
2018,NE,Public Welfare,2426,8435196
2018,NE,Health,490,2329064
2018,NE,Hospitals,1891,7972650
2018,NE,Social Insurance Administration,221,993937
2018,NE,Solid Waste Management,0,0
2018,NE,Sewerage,0,0
2018,NE,Parks and Recreation,251,937930
2018,NE,Housing and Community Development,0,0
2018,NE,Natural Resources,731,2985496
2018,NE,Water Supply,0,0
2018,NE,Electric Power,0,0
2018,NE,Gas Supply,0,0
2018,NE,Transit,0,0
2018,NE,Education Total,14145,77913177
2018,NE,Education - Elementary and Secondary Total,0,0
2018,NE,Education - Elementary and Secondary Instructional,0,0
2018,NE,Education - Elementary and Secondary Other,0,0
2018,NE,Education - Higher Education Total,13512,75129141
2018,NE,Education - Higher Education Instructional,4542,31969104
2018,NE,Education - Higher Education Other,8970,43160037
2018,NE,Education - Other,633,2784036
2018,NE,Libraries,0,0
2018,NE,State liquor stores,0,0
2018,NE,All other and unallocable,1643,7495452
2018,NV,Total - All Government Employment Functions,26788,143049270
2018,NV,Financial Administration,1589,6867543
2018,NV,Other Government Administration,1218,6180488
2018,NV,Judicial and Legal,694,5009797
2018,NV,Police Protection Total,823,5429796
2018,NV,Police Protection - Persons with Power of Arrest,466,3763063
2018,NV,Police Protection - Other,357,1666733
2018,NV,Fire Protection Total,0,0
2018,NV,Fire Protection - Firefighters,0,0
2018,NV,Fire Protection - Other,0,0
2018,NV,Corrections,3650,17107788
2018,NV,Highways,1742,8728291
2018,NV,Air Transportation,0,0
2018,NV,Sea and Inland Port Facilities,0,0
2018,NV,Public Welfare,2480,9903504
2018,NV,Health,1469,7130332
2018,NV,Hospitals,1295,6465599
2018,NV,Social Insurance Administration,461,1875363
2018,NV,Solid Waste Management,0,0
2018,NV,Sewerage,0,0
2018,NV,Parks and Recreation,211,850425
2018,NV,Housing and Community Development,0,0
2018,NV,Natural Resources,882,4460219
2018,NV,Water Supply,18,127724
2018,NV,Electric Power,18,127724
2018,NV,Gas Supply,0,0
2018,NV,Transit,0,0
2018,NV,Education Total,8115,51382156
2018,NV,Education - Elementary and Secondary Total,0,0
2018,NV,Education - Elementary and Secondary Instructional,0,0
2018,NV,Education - Elementary and Secondary Other,0,0
2018,NV,Education - Higher Education Total,7946,50495912
2018,NV,Education - Higher Education Instructional,2337,21130109
2018,NV,Education - Higher Education Other,5609,29365803
2018,NV,Education - Other,169,886244
2018,NV,Libraries,0,0
2018,NV,State liquor stores,0,0
2018,NV,All other and unallocable,2123,11402521
2018,NH,Total - All Government Employment Functions,15193,84454333
2018,NH,Financial Administration,838,4385073
2018,NH,Other Government Administration,259,1448634
2018,NH,Judicial and Legal,721,3851197
2018,NH,Police Protection Total,520,2865457
2018,NH,Police Protection - Persons with Power of Arrest,347,2149091
2018,NH,Police Protection - Other,173,716366
2018,NH,Fire Protection Total,0,0
2018,NH,Fire Protection - Firefighters,0,0
2018,NH,Fire Protection - Other,0,0
2018,NH,Corrections,983,5636377
2018,NH,Highways,1514,8127250
2018,NH,Air Transportation,30,161750
2018,NH,Sea and Inland Port Facilities,10,51191
2018,NH,Public Welfare,1898,8583015
2018,NH,Health,755,4052149
2018,NH,Hospitals,523,2519950
2018,NH,Social Insurance Administration,236,1024804
2018,NH,Solid Waste Management,0,0
2018,NH,Sewerage,0,0
2018,NH,Parks and Recreation,212,688561
2018,NH,Housing and Community Development,0,0
2018,NH,Natural Resources,347,1811976
2018,NH,Water Supply,0,0
2018,NH,Electric Power,0,0
2018,NH,Gas Supply,0,0
2018,NH,Transit,0,0
2018,NH,Education Total,4840,31757230
2018,NH,Education - Elementary and Secondary Total,0,0
2018,NH,Education - Elementary and Secondary Instructional,0,0
2018,NH,Education - Elementary and Secondary Other,0,0
2018,NH,Education - Higher Education Total,4596,30602730
2018,NH,Education - Higher Education Instructional,1639,14138987
2018,NH,Education - Higher Education Other,2957,16463743
2018,NH,Education - Other,244,1154500
2018,NH,Libraries,0,0
2018,NH,State liquor stores,316,1382956
2018,NH,All other and unallocable,1191,6106763
2018,NJ,Total - All Government Employment Functions,132940,818242406
2018,NJ,Financial Administration,5160,27190339
2018,NJ,Other Government Administration,1070,6764497
2018,NJ,Judicial and Legal,12903,79583326
2018,NJ,Police Protection Total,4056,30048218
2018,NJ,Police Protection - Persons with Power of Arrest,2673,23254395
2018,NJ,Police Protection - Other,1383,6793823
2018,NJ,Fire Protection Total,0,0
2018,NJ,Fire Protection - Firefighters,0,0
2018,NJ,Fire Protection - Other,0,0
2018,NJ,Corrections,8678,49136225
2018,NJ,Highways,5494,35743742
2018,NJ,Air Transportation,0,0
2018,NJ,Sea and Inland Port Facilities,104,540778
2018,NJ,Public Welfare,8815,50246559
2018,NJ,Health,3588,18963480
2018,NJ,Hospitals,13390,62795275
2018,NJ,Social Insurance Administration,1312,6825633
2018,NJ,Solid Waste Management,458,3135294
2018,NJ,Sewerage,0,0
2018,NJ,Parks and Recreation,746,4211330
2018,NJ,Housing and Community Development,0,0
2018,NJ,Natural Resources,1880,12739730
2018,NJ,Water Supply,114,648221
2018,NJ,Electric Power,0,0
2018,NJ,Gas Supply,0,0
2018,NJ,Transit,10713,68027874
2018,NJ,Education Total,49183,328782700
2018,NJ,Education - Elementary and Secondary Total,13985,96357445
2018,NJ,Education - Elementary and Secondary Instructional,9725,77139482
2018,NJ,Education - Elementary and Secondary Other,4260,19217963
2018,NJ,Education - Higher Education Total,32956,218435724
2018,NJ,Education - Higher Education Instructional,8924,91004159
2018,NJ,Education - Higher Education Other,24032,127431565
2018,NJ,Education - Other,2242,13989531
2018,NJ,Libraries,0,0
2018,NJ,State liquor stores,0,0
2018,NJ,All other and unallocable,5276,32859185
2018,NM,Total - All Government Employment Functions,40545,195762761
2018,NM,Financial Administration,1055,4913135
2018,NM,Other Government Administration,180,950612
2018,NM,Judicial and Legal,3131,15071030
2018,NM,Police Protection Total,646,3222687
2018,NM,Police Protection - Persons with Power of Arrest,501,2724141
2018,NM,Police Protection - Other,145,498546
2018,NM,Fire Protection Total,0,0
2018,NM,Fire Protection - Firefighters,0,0
2018,NM,Fire Protection - Other,0,0
2018,NM,Corrections,3771,14144177
2018,NM,Highways,2133,8071532
2018,NM,Air Transportation,5,22902
2018,NM,Sea and Inland Port Facilities,0,0
2018,NM,Public Welfare,1840,6939609
2018,NM,Health,2134,10855589
2018,NM,Hospitals,7604,35871012
2018,NM,Social Insurance Administration,310,1033469
2018,NM,Solid Waste Management,0,0
2018,NM,Sewerage,0,0
2018,NM,Parks and Recreation,531,1943757
2018,NM,Housing and Community Development,0,0
2018,NM,Natural Resources,948,4374333
2018,NM,Water Supply,0,0
2018,NM,Electric Power,0,0
2018,NM,Gas Supply,0,0
2018,NM,Transit,0,0
2018,NM,Education Total,14243,80081912
2018,NM,Education - Elementary and Secondary Total,0,0
2018,NM,Education - Elementary and Secondary Instructional,0,0
2018,NM,Education - Elementary and Secondary Other,0,0
2018,NM,Education - Higher Education Total,13292,75938285
2018,NM,Education - Higher Education Instructional,4005,37341419
2018,NM,Education - Higher Education Other,9287,38596866
2018,NM,Education - Other,951,4143627
2018,NM,Libraries,0,0
2018,NM,State liquor stores,0,0
2018,NM,All other and unallocable,2014,8267005
2018,NY,Total - All Government Employment Functions,236342,1511786680
2018,NY,Financial Administration,16096,98786984
2018,NY,Other Government Administration,4370,19561903
2018,NY,Judicial and Legal,19197,150702065
2018,NY,Police Protection Total,6092,58246403
2018,NY,Police Protection - Persons with Power of Arrest,4981,52338270
2018,NY,Police Protection - Other,1111,5908133
